review_id,farmer_id,crop,text,rating,sentiment
review_00318,farmer_0007,Onion,Good value for money. Will definitely reorder.,4,positive
review_00319,farmer_0023,Lady Finger,Very fresh and organic. Highly recommended. Delivery took too long.,5,positive
review_00320,farmer_0003,Cotton,Amazing farmer! Always delivers premium quality.,5,positive
review_00321,farmer_0043,Cauliflower,Good value for money. Will definitely reorder. Not ordering again.,4,positive
review_00322,farmer_0013,Groundnut,Average quality. Onions had some bad ones mixed in. Will buy again.,3,neutral
review_00323,farmer_0050,Groundnut,Fresh and clean vegetables. Packaging was great.,4,positive
review_00324,farmer_0013,Banana,Excellent quality tomatoes! Very fresh and delivered on time. Delivery took too long.,5,positive
review_00325,farmer_0048,Onion,Quantity was less than ordered. Disappointed.,2,negative
review_00326,farmer_0041,Carrot,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00327,farmer_0040,Sugarcane,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00328,farmer_0018,Groundnut,Terrible experience. Vegetables were rotten on arrival. Price was fair.,1,negative
review_00329,farmer_0048,Rice,Love the eco-friendly packaging. Vegetables are fresh. Recommended!,5,positive
review_00330,farmer_0039,Cotton,Fresh and clean vegetables. Packaging was great.,4,positive
review_00331,farmer_0039,Potato,Not satisfied. Price changed after ordering.,2,negative
review_00332,farmer_0045,Groundnut,Quantity was less than ordered. Disappointed. Not ordering again.,2,negative
review_00333,farmer_0014,Lady Finger,Love the eco-friendly packaging. Vegetables are fresh. Will buy again.,5,positive
review_00334,farmer_0035,Cauliflower,Not satisfied. Price changed after ordering.,2,negative
review_00335,farmer_0010,Lady Finger,Decent quality. Will order again if price drops.,3,neutral
review_00336,farmer_0036,Cabbage,Delivery was late but produce quality was good.,3,neutral
review_00337,farmer_0033,Coconut,Amazing farmer! Always delivers premium quality.,5,positive
review_00338,farmer_0050,Banana,"Good produce, slightly overpriced but worth it.",4,positive
review_00339,farmer_0030,Groundnut,Good value for money. Will definitely reorder. Delivery took too long.,4,positive
review_00340,farmer_0001,Coconut,Fresh and clean vegetables. Packaging was great. Delivery took too long.,4,positive
review_00341,farmer_0032,Carrot,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00342,farmer_0040,Cabbage,Outstanding! Best rice I have ever bought online.,5,positive
review_00343,farmer_0042,Cabbage,Good value for money. Will definitely reorder.,4,positive
review_00344,farmer_0021,Brinjal,Outstanding! Best rice I have ever bought online.,5,positive
review_00345,farmer_0043,Banana,Not satisfied. Price changed after ordering.,2,negative
review_00346,farmer_0018,Onion,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00347,farmer_0029,Groundnut,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00348,farmer_0011,Sugarcane,Amazing farmer! Always delivers premium quality.,5,positive
review_00349,farmer_0019,Coconut,Very fresh and organic. Highly recommended. Not ordering again.,5,positive
review_00350,farmer_0023,Carrot,Terrible experience. Vegetables were rotten on arrival. Price was fair.,1,negative
review_00351,farmer_0002,Cauliflower,"Good produce, slightly overpriced but worth it.",4,positive
review_00352,farmer_0016,Chilli,Good value for money. Will definitely reorder.,4,positive
review_00353,farmer_0033,Rice,Amazing farmer! Always delivers premium quality.,5,positive
review_00354,farmer_0022,Coconut,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00355,farmer_0037,Sugarcane,Not satisfied. Price changed after ordering.,2,negative
review_00356,farmer_0039,Sugarcane,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00357,farmer_0028,Chilli,Good value for money. Will definitely reorder.,4,positive
review_00358,farmer_0029,Lady Finger,Decent quality. Will order again if price drops.,3,neutral
review_00359,farmer_0022,Groundnut,Good value for money. Will definitely reorder. Price was fair.,4,positive
review_00360,farmer_0036,Onion,Not satisfied. Price changed after ordering.,2,negative
review_00361,farmer_0020,Cabbage,Very fresh and organic. Highly recommended.,5,positive
review_00362,farmer_0044,Tomato,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00363,farmer_0045,Rice,Quantity was less than ordered. Disappointed.,2,negative
review_00364,farmer_0042,Coconut,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00365,farmer_0030,Brinjal,"Good produce, slightly overpriced but worth it.",4,positive
review_00366,farmer_0021,Coconut,Very fresh and organic. Highly recommended. Will buy again.,5,positive
review_00367,farmer_0001,Brinjal,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00368,farmer_0025,Carrot,Decent quality. Will order again if price drops.,3,neutral
review_00369,farmer_0046,Sugarcane,Average quality. Onions had some bad ones mixed in. Will buy again.,3,neutral
review_00370,farmer_0001,Rice,Decent quality. Will order again if price drops.,3,neutral
review_00371,farmer_0038,Carrot,Love the eco-friendly packaging. Vegetables are fresh. Delivery took too long.,5,positive
review_00372,farmer_0022,Coconut,Delivery was late but produce quality was good. Delivery took too long.,3,neutral
review_00373,farmer_0015,Onion,Good value for money. Will definitely reorder. Will buy again.,4,positive
review_00374,farmer_0009,Cauliflower,Good value for money. Will definitely reorder.,4,positive
review_00375,farmer_0026,Chilli,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00376,farmer_0021,Sugarcane,Terrible experience. Vegetables were rotten on arrival. Will buy again.,1,negative
review_00377,farmer_0008,Banana,Not satisfied. Price changed after ordering.,2,negative
review_00378,farmer_0017,Carrot,Amazing farmer! Always delivers premium quality.,5,positive
review_00379,farmer_0009,Rice,Fresh and clean vegetables. Packaging was great. Will buy again.,4,positive
review_00380,farmer_0005,Banana,Outstanding! Best rice I have ever bought online.,5,positive
review_00381,farmer_0022,Cauliflower,Very fresh and organic. Highly recommended.,5,positive
review_00382,farmer_0046,Chilli,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00383,farmer_0045,Brinjal,Delivery was late but produce quality was good.,3,neutral
review_00384,farmer_0010,Tomato,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00385,farmer_0031,Banana,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00386,farmer_0017,Cauliflower,"Good produce, slightly overpriced but worth it. Not ordering again.",4,positive
review_00387,farmer_0037,Banana,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00388,farmer_0026,Onion,Good value for money. Will definitely reorder.,4,positive
review_00389,farmer_0037,Rice,Good value for money. Will definitely reorder. Delivery took too long.,4,positive
review_00390,farmer_0006,Coconut,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00391,farmer_0047,Cotton,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00392,farmer_0021,Tomato,Good value for money. Will definitely reorder. Price was fair.,4,positive
review_00393,farmer_0007,Cauliflower,Quantity was less than ordered. Disappointed.,2,negative
review_00394,farmer_0035,Coconut,Average quality. Onions had some bad ones mixed in. Will buy again.,3,neutral
review_00395,farmer_0041,Tomato,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00396,farmer_0019,Groundnut,Delivery was late but produce quality was good.,3,neutral
review_00397,farmer_0016,Coconut,Decent quality. Will order again if price drops.,3,neutral
review_00398,farmer_0024,Chilli,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00399,farmer_0022,Carrot,Delivery was late but produce quality was good.,3,neutral
review_00400,farmer_0014,Sugarcane,Delivery was late but produce quality was good. Price was fair.,3,neutral
review_00401,farmer_0032,Brinjal,Delivery was late but produce quality was good.,3,neutral
review_00402,farmer_0039,Cotton,Quantity was less than ordered. Disappointed.,2,negative
review_00403,farmer_0014,Rice,Not satisfied. Price changed after ordering.,2,negative
review_00404,farmer_0013,Carrot,Not satisfied. Price changed after ordering. Price was fair.,2,negative
review_00405,farmer_0017,Coconut,Fresh and clean vegetables. Packaging was great.,4,positive
review_00406,farmer_0002,Lady Finger,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00407,farmer_0016,Groundnut,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00408,farmer_0043,Cabbage,Amazing farmer! Always delivers premium quality.,5,positive
review_00409,farmer_0037,Tomato,"Quality inconsistent. Sometimes good, sometimes bad. Price was fair.",3,neutral
review_00410,farmer_0012,Potato,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00411,farmer_0024,Chilli,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00412,farmer_0030,Cotton,Not satisfied. Price changed after ordering. Recommended!,2,negative
review_00413,farmer_0002,Cauliflower,Amazing farmer! Always delivers premium quality. Price was fair.,5,positive
review_00414,farmer_0044,Onion,Fresh and clean vegetables. Packaging was great. Not ordering again.,4,positive
review_00415,farmer_0038,Cabbage,Average quality. Onions had some bad ones mixed in. Will buy again.,3,neutral
review_00416,farmer_0003,Brinjal,Terrible experience. Vegetables were rotten on arrival. Delivery took too long.,1,negative
review_00417,farmer_0011,Cauliflower,Very fresh and organic. Highly recommended.,5,positive
review_00418,farmer_0047,Onion,"Good produce, slightly overpriced but worth it.",4,positive
review_00419,farmer_0044,Rice,Decent quality. Will order again if price drops.,3,neutral
review_00420,farmer_0015,Carrot,Good value for money. Will definitely reorder.,4,positive
review_00421,farmer_0005,Sugarcane,Fresh and clean vegetables. Packaging was great.,4,positive
review_00422,farmer_0042,Carrot,Amazing farmer! Always delivers premium quality. Price was fair.,5,positive
review_00423,farmer_0015,Tomato,Average quality. Onions had some bad ones mixed in. Not ordering again.,3,neutral
review_00424,farmer_0027,Tomato,Quantity was less than ordered. Disappointed. Will buy again.,2,negative
review_00425,farmer_0009,Cauliflower,"Quality inconsistent. Sometimes good, sometimes bad. Delivery took too long.",3,neutral
review_00426,farmer_0042,Brinjal,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00427,farmer_0012,Brinjal,Quantity was less than ordered. Disappointed.,2,negative
review_00428,farmer_0040,Lady Finger,Good value for money. Will definitely reorder. Not ordering again.,4,positive
review_00429,farmer_0035,Lady Finger,Delivery was late but produce quality was good.,3,neutral
review_00430,farmer_0011,Cauliflower,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00431,farmer_0004,Groundnut,Decent quality. Will order again if price drops.,3,neutral
review_00432,farmer_0045,Sugarcane,Terrible experience. Vegetables were rotten on arrival. Delivery took too long.,1,negative
review_00433,farmer_0011,Groundnut,Fresh and clean vegetables. Packaging was great. Recommended!,4,positive
review_00434,farmer_0019,Banana,Amazing farmer! Always delivers premium quality.,5,positive
review_00435,farmer_0024,Lady Finger,Very fresh and organic. Highly recommended.,5,positive
review_00436,farmer_0048,Cauliflower,Amazing farmer! Always delivers premium quality.,5,positive
review_00437,farmer_0001,Cabbage,Outstanding! Best rice I have ever bought online.,5,positive
review_00438,farmer_0045,Cabbage,Amazing farmer! Always delivers premium quality.,5,positive
review_00439,farmer_0017,Brinjal,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00440,farmer_0017,Cauliflower,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00441,farmer_0012,Chilli,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00442,farmer_0030,Sugarcane,Quantity was less than ordered. Disappointed. Delivery took too long.,2,negative
review_00443,farmer_0036,Cauliflower,Outstanding! Best rice I have ever bought online.,5,positive
review_00444,farmer_0001,Cotton,Decent quality. Will order again if price drops. Price was fair.,3,neutral
review_00445,farmer_0018,Groundnut,Fresh and clean vegetables. Packaging was great.,4,positive
review_00446,farmer_0030,Cotton,Delivery was late but produce quality was good.,3,neutral
review_00447,farmer_0006,Potato,"Quality inconsistent. Sometimes good, sometimes bad. Price was fair.",3,neutral
review_00448,farmer_0033,Carrot,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00449,farmer_0010,Lady Finger,Quantity was less than ordered. Disappointed.,2,negative
review_00450,farmer_0004,Cotton,Outstanding! Best rice I have ever bought online. Delivery took too long.,5,positive
review_00451,farmer_0026,Coconut,Amazing farmer! Always delivers premium quality. Will buy again.,5,positive
review_00452,farmer_0017,Onion,Fresh and clean vegetables. Packaging was great. Price was fair.,4,positive
review_00453,farmer_0013,Cabbage,Quantity was less than ordered. Disappointed. Not ordering again.,2,negative
review_00454,farmer_0028,Tomato,Quantity was less than ordered. Disappointed. Delivery took too long.,2,negative
review_00455,farmer_0046,Groundnut,Delivery was late but produce quality was good.,3,neutral
review_00456,farmer_0013,Onion,Decent quality. Will order again if price drops.,3,neutral
review_00457,farmer_0042,Groundnut,Fresh and clean vegetables. Packaging was great.,4,positive
review_00458,farmer_0031,Cabbage,Very fresh and organic. Highly recommended.,5,positive
review_00459,farmer_0041,Onion,Amazing farmer! Always delivers premium quality.,5,positive
review_00460,farmer_0034,Rice,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00461,farmer_0049,Cotton,Love the eco-friendly packaging. Vegetables are fresh. Will buy again.,5,positive
review_00462,farmer_0016,Chilli,Outstanding! Best rice I have ever bought online. Not ordering again.,5,positive
review_00463,farmer_0006,Cabbage,Not satisfied. Price changed after ordering.,2,negative
review_00464,farmer_0006,Carrot,Very fresh and organic. Highly recommended.,5,positive
review_00465,farmer_0036,Coconut,Amazing farmer! Always delivers premium quality. Delivery took too long.,5,positive
review_00466,farmer_0034,Brinjal,Outstanding! Best rice I have ever bought online.,5,positive
review_00467,farmer_0008,Brinjal,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00468,farmer_0050,Sugarcane,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00469,farmer_0007,Chilli,Not satisfied. Price changed after ordering.,2,negative
review_00470,farmer_0042,Onion,Average quality. Onions had some bad ones mixed in. Price was fair.,3,neutral
review_00471,farmer_0031,Cabbage,Fresh and clean vegetables. Packaging was great.,4,positive
review_00472,farmer_0015,Groundnut,Outstanding! Best rice I have ever bought online. Will buy again.,5,positive
review_00473,farmer_0047,Brinjal,Decent quality. Will order again if price drops.,3,neutral
review_00474,farmer_0045,Potato,Amazing farmer! Always delivers premium quality.,5,positive
review_00475,farmer_0027,Onion,Not satisfied. Price changed after ordering.,2,negative
review_00476,farmer_0006,Tomato,Not satisfied. Price changed after ordering. Recommended!,2,negative
review_00477,farmer_0001,Tomato,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00478,farmer_0007,Brinjal,Not satisfied. Price changed after ordering.,2,negative
review_00479,farmer_0002,Sugarcane,Decent quality. Will order again if price drops.,3,neutral
review_00480,farmer_0010,Chilli,Average quality. Onions had some bad ones mixed in. Recommended!,3,neutral
review_00481,farmer_0011,Coconut,Not satisfied. Price changed after ordering. Price was fair.,2,negative
review_00482,farmer_0015,Sugarcane,Good value for money. Will definitely reorder.,4,positive
review_00483,farmer_0003,Onion,Not satisfied. Price changed after ordering.,2,negative
review_00484,farmer_0012,Carrot,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00485,farmer_0024,Cauliflower,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00486,farmer_0031,Banana,Amazing farmer! Always delivers premium quality.,5,positive
review_00487,farmer_0045,Coconut,Not satisfied. Price changed after ordering.,2,negative
review_00488,farmer_0022,Coconut,Not satisfied. Price changed after ordering.,2,negative
review_00489,farmer_0028,Chilli,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00490,farmer_0029,Sugarcane,Amazing farmer! Always delivers premium quality.,5,positive
review_00491,farmer_0023,Potato,Outstanding! Best rice I have ever bought online. Will buy again.,5,positive
review_00492,farmer_0044,Carrot,Very fresh and organic. Highly recommended.,5,positive
review_00493,farmer_0043,Coconut,Good value for money. Will definitely reorder.,4,positive
review_00494,farmer_0026,Banana,Average quality. Onions had some bad ones mixed in. Recommended!,3,neutral
review_00495,farmer_0047,Rice,"Good produce, slightly overpriced but worth it.",4,positive
review_00496,farmer_0006,Cauliflower,Quantity was less than ordered. Disappointed. Not ordering again.,2,negative
review_00497,farmer_0016,Brinjal,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00498,farmer_0040,Cotton,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00499,farmer_0028,Cotton,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00500,farmer_0037,Cotton,Good value for money. Will definitely reorder.,4,positive
review_00501,farmer_0029,Groundnut,Good value for money. Will definitely reorder.,4,positive
review_00502,farmer_0050,Cauliflower,Decent quality. Will order again if price drops. Price was fair.,3,neutral
review_00503,farmer_0021,Chilli,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00504,farmer_0030,Banana,Quantity was less than ordered. Disappointed.,2,negative
review_00505,farmer_0024,Lady Finger,Amazing farmer! Always delivers premium quality.,5,positive
review_00506,farmer_0026,Lady Finger,Outstanding! Best rice I have ever bought online.,5,positive
review_00507,farmer_0038,Carrot,Decent quality. Will order again if price drops. Not ordering again.,3,neutral
review_00508,farmer_0014,Cabbage,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00509,farmer_0026,Potato,Good value for money. Will definitely reorder.,4,positive
review_00510,farmer_0044,Chilli,Outstanding! Best rice I have ever bought online.,5,positive
review_00511,farmer_0002,Carrot,Quantity was less than ordered. Disappointed. Not ordering again.,2,negative
review_00512,farmer_0028,Rice,Amazing farmer! Always delivers premium quality.,5,positive
review_00513,farmer_0021,Potato,Average quality. Onions had some bad ones mixed in. Will buy again.,3,neutral
review_00514,farmer_0007,Onion,Quantity was less than ordered. Disappointed.,2,negative
review_00515,farmer_0045,Lady Finger,Love the eco-friendly packaging. Vegetables are fresh. Recommended!,5,positive
review_00516,farmer_0005,Lady Finger,Delivery was late but produce quality was good.,3,neutral
review_00517,farmer_0028,Cauliflower,Outstanding! Best rice I have ever bought online.,5,positive
review_00518,farmer_0043,Sugarcane,Decent quality. Will order again if price drops.,3,neutral
review_00519,farmer_0011,Onion,Delivery was late but produce quality was good.,3,neutral
review_00520,farmer_0037,Groundnut,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00521,farmer_0014,Tomato,"Good produce, slightly overpriced but worth it.",4,positive
review_00522,farmer_0047,Sugarcane,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00523,farmer_0045,Cauliflower,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00524,farmer_0049,Tomato,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00525,farmer_0017,Potato,Love the eco-friendly packaging. Vegetables are fresh. Price was fair.,5,positive
review_00526,farmer_0032,Coconut,Delivery was late but produce quality was good.,3,neutral
review_00527,farmer_0022,Banana,Love the eco-friendly packaging. Vegetables are fresh. Not ordering again.,5,positive
review_00528,farmer_0037,Lady Finger,Decent quality. Will order again if price drops.,3,neutral
review_00529,farmer_0031,Cauliflower,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00530,farmer_0007,Sugarcane,Good value for money. Will definitely reorder.,4,positive
review_00531,farmer_0049,Cotton,Amazing farmer! Always delivers premium quality. Recommended!,5,positive
review_00532,farmer_0044,Banana,Outstanding! Best rice I have ever bought online.,5,positive
review_00533,farmer_0018,Brinjal,Amazing farmer! Always delivers premium quality.,5,positive
review_00534,farmer_0019,Potato,Outstanding! Best rice I have ever bought online.,5,positive
review_00535,farmer_0007,Brinjal,Amazing farmer! Always delivers premium quality. Price was fair.,5,positive
review_00536,farmer_0017,Coconut,Fresh and clean vegetables. Packaging was great.,4,positive
review_00537,farmer_0012,Onion,Quantity was less than ordered. Disappointed.,2,negative
review_00538,farmer_0030,Potato,Outstanding! Best rice I have ever bought online.,5,positive
review_00539,farmer_0004,Cotton,Quantity was less than ordered. Disappointed.,2,negative
review_00540,farmer_0010,Carrot,Outstanding! Best rice I have ever bought online.,5,positive
review_00541,farmer_0028,Brinjal,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00542,farmer_0028,Carrot,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00543,farmer_0042,Carrot,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00544,farmer_0035,Lady Finger,Quantity was less than ordered. Disappointed.,2,negative
review_00545,farmer_0022,Banana,Quantity was less than ordered. Disappointed.,2,negative
review_00546,farmer_0017,Cauliflower,Outstanding! Best rice I have ever bought online.,5,positive
review_00547,farmer_0005,Rice,Quantity was less than ordered. Disappointed.,2,negative
review_00548,farmer_0009,Sugarcane,Outstanding! Best rice I have ever bought online. Delivery took too long.,5,positive
review_00549,farmer_0045,Rice,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00550,farmer_0001,Sugarcane,Very fresh and organic. Highly recommended.,5,positive
review_00551,farmer_0028,Potato,Delivery was late but produce quality was good.,3,neutral
review_00552,farmer_0043,Onion,Fresh and clean vegetables. Packaging was great.,4,positive
review_00553,farmer_0017,Groundnut,Fresh and clean vegetables. Packaging was great.,4,positive
review_00554,farmer_0002,Onion,Love the eco-friendly packaging. Vegetables are fresh. Delivery took too long.,5,positive
review_00555,farmer_0034,Banana,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00556,farmer_0016,Groundnut,Good value for money. Will definitely reorder. Delivery took too long.,4,positive
review_00557,farmer_0023,Groundnut,Fresh and clean vegetables. Packaging was great.,4,positive
review_00558,farmer_0005,Chilli,"Good produce, slightly overpriced but worth it.",4,positive
review_00559,farmer_0026,Potato,Very fresh and organic. Highly recommended.,5,positive
review_00560,farmer_0004,Cotton,Fresh and clean vegetables. Packaging was great. Will buy again.,4,positive
review_00561,farmer_0022,Carrot,Quantity was less than ordered. Disappointed. Price was fair.,2,negative
review_00562,farmer_0021,Rice,Outstanding! Best rice I have ever bought online.,5,positive
review_00563,farmer_0009,Sugarcane,"Good produce, slightly overpriced but worth it.",4,positive
review_00564,farmer_0020,Rice,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00565,farmer_0044,Potato,Terrible experience. Vegetables were rotten on arrival. Price was fair.,1,negative
review_00566,farmer_0042,Sugarcane,Good value for money. Will definitely reorder.,4,positive
review_00567,farmer_0005,Lady Finger,Good value for money. Will definitely reorder.,4,positive
review_00568,farmer_0011,Banana,Very fresh and organic. Highly recommended.,5,positive
review_00569,farmer_0023,Groundnut,Outstanding! Best rice I have ever bought online.,5,positive
review_00570,farmer_0007,Potato,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00571,farmer_0045,Tomato,Not satisfied. Price changed after ordering. Delivery took too long.,2,negative
review_00572,farmer_0012,Lady Finger,Quantity was less than ordered. Disappointed.,2,negative
review_00573,farmer_0049,Cotton,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00574,farmer_0027,Onion,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00575,farmer_0020,Chilli,Delivery was late but produce quality was good.,3,neutral
review_00576,farmer_0022,Lady Finger,Amazing farmer! Always delivers premium quality.,5,positive
review_00577,farmer_0023,Groundnut,Very fresh and organic. Highly recommended.,5,positive
review_00578,farmer_0019,Onion,Delivery was late but produce quality was good.,3,neutral
review_00579,farmer_0011,Coconut,Decent quality. Will order again if price drops.,3,neutral
review_00580,farmer_0034,Potato,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00581,farmer_0043,Lady Finger,Delivery was late but produce quality was good. Will buy again.,3,neutral
review_00582,farmer_0028,Carrot,Fresh and clean vegetables. Packaging was great.,4,positive
review_00583,farmer_0021,Cabbage,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00584,farmer_0046,Carrot,Amazing farmer! Always delivers premium quality. Delivery took too long.,5,positive
review_00585,farmer_0012,Lady Finger,Decent quality. Will order again if price drops.,3,neutral
review_00586,farmer_0045,Cabbage,Decent quality. Will order again if price drops.,3,neutral
review_00587,farmer_0029,Cauliflower,Decent quality. Will order again if price drops.,3,neutral
review_00588,farmer_0003,Rice,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00589,farmer_0044,Potato,"Good produce, slightly overpriced but worth it.",4,positive
review_00590,farmer_0036,Cabbage,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00591,farmer_0047,Cotton,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00592,farmer_0002,Rice,"Quality inconsistent. Sometimes good, sometimes bad. Will buy again.",3,neutral
review_00593,farmer_0025,Lady Finger,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00594,farmer_0009,Cotton,Very fresh and organic. Highly recommended.,5,positive
review_00595,farmer_0048,Brinjal,Quantity was less than ordered. Disappointed.,2,negative
review_00596,farmer_0028,Lady Finger,Decent quality. Will order again if price drops.,3,neutral
review_00597,farmer_0022,Potato,Fresh and clean vegetables. Packaging was great.,4,positive
review_00598,farmer_0048,Groundnut,Quantity was less than ordered. Disappointed. Price was fair.,2,negative
review_00599,farmer_0010,Tomato,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00600,farmer_0031,Brinjal,Decent quality. Will order again if price drops.,3,neutral
review_00601,farmer_0029,Onion,Decent quality. Will order again if price drops. Not ordering again.,3,neutral
review_00602,farmer_0043,Lady Finger,Fresh and clean vegetables. Packaging was great. Will buy again.,4,positive
review_00603,farmer_0018,Coconut,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00604,farmer_0049,Cotton,Not satisfied. Price changed after ordering.,2,negative
review_00605,farmer_0031,Rice,Not satisfied. Price changed after ordering.,2,negative
review_00606,farmer_0012,Rice,Delivery was late but produce quality was good.,3,neutral
review_00607,farmer_0032,Coconut,Not satisfied. Price changed after ordering. Price was fair.,2,negative
review_00608,farmer_0004,Banana,Fresh and clean vegetables. Packaging was great.,4,positive
review_00609,farmer_0023,Sugarcane,Delivery was late but produce quality was good. Delivery took too long.,3,neutral
review_00610,farmer_0004,Potato,Amazing farmer! Always delivers premium quality.,5,positive
review_00611,farmer_0048,Coconut,Good value for money. Will definitely reorder.,4,positive
review_00612,farmer_0011,Lady Finger,Not satisfied. Price changed after ordering.,2,negative
review_00613,farmer_0029,Cauliflower,Delivery was late but produce quality was good.,3,neutral
review_00614,farmer_0017,Tomato,Love the eco-friendly packaging. Vegetables are fresh. Will buy again.,5,positive
review_00615,farmer_0010,Chilli,Good value for money. Will definitely reorder.,4,positive
review_00616,farmer_0027,Lady Finger,Delivery was late but produce quality was good.,3,neutral
review_00617,farmer_0045,Coconut,Amazing farmer! Always delivers premium quality.,5,positive
review_00618,farmer_0029,Cauliflower,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00619,farmer_0042,Tomato,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00620,farmer_0031,Lady Finger,Outstanding! Best rice I have ever bought online. Price was fair.,5,positive
review_00621,farmer_0005,Chilli,Decent quality. Will order again if price drops.,3,neutral
review_00622,farmer_0041,Cotton,Good value for money. Will definitely reorder.,4,positive
review_00623,farmer_0015,Lady Finger,"Quality inconsistent. Sometimes good, sometimes bad. Price was fair.",3,neutral
review_00624,farmer_0022,Groundnut,Very fresh and organic. Highly recommended.,5,positive
review_00625,farmer_0033,Coconut,Amazing farmer! Always delivers premium quality. Not ordering again.,5,positive
review_00626,farmer_0048,Coconut,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00627,farmer_0015,Rice,Very fresh and organic. Highly recommended.,5,positive
review_00628,farmer_0040,Cabbage,Average quality. Onions had some bad ones mixed in.,3,neutral
review_00629,farmer_0011,Banana,"Good produce, slightly overpriced but worth it.",4,positive
review_00630,farmer_0023,Lady Finger,Decent quality. Will order again if price drops.,3,neutral
review_00631,farmer_0029,Tomato,Quantity was less than ordered. Disappointed.,2,negative
review_00632,farmer_0028,Cauliflower,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00633,farmer_0017,Chilli,Average quality. Onions had some bad ones mixed in. Delivery took too long.,3,neutral
review_00634,farmer_0044,Cabbage,Amazing farmer! Always delivers premium quality.,5,positive
review_00635,farmer_0027,Banana,Outstanding! Best rice I have ever bought online.,5,positive
review_00636,farmer_0002,Coconut,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
